age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,last_online,location,offspring,pets,religion,sign,smokes,speaks,essay0,essay1,essay2,essay3,essay4,essay5,essay6,essay7,essay8,essay9
32,single,f,gay,athletic,,socially,never,graduated from college/university,asian,63.0,30000,other,2012-06-20-19-01,"berkeley, california",,has dogs and likes cats,,pisces and it&rsquo;s fun to think about,no,"english (fluently), vietnamese (okay)","genderqueer creature. enjoy desolate hiking paths, trying savory food from a wide variety of restaurants, people who choose to frame their lives through an optimistic lens, humor.",reinventing it. edit - i've been overseas for the past 3 months teaching english in vietnam. fallen in love with a dozen little things. my skin prickles just thinking about it. time to plan my next trip back. edit- back since january.,i am really good at sizing people up. what else would you expect from a pisces? we have crazy good emotional intelligence.  i also have an affinity for video production/post production and photography.,"it depends on the person in front of me. children i work with will notice they do not know my gender, people who have been attracted to me will notice...???","love trying new foods. i am particularly fond of vietnamese and thai cuisine.  i like many genres of music-- including some best relegated to the karaoke bars. some of the music i am willing to post/come to mind - mirah, john coltrane, maxwell.  some favorite authors - wally lamb, haruki murakami, audre lorde  i am hooked on the archives of this american life.",in no particular order -  the huffington post my dog - olivia athletic footwear reading trader joes humor,my next move . how to convert the time and energy i give with my hands into something that pays me my worth. how to make money and maintain the integrity of my personal values.,doing something cozy with a few people.,,1. you want to enjoy an easy hike and outdoor time when the rain breaks.  2. you want to eat banh mi thit nuong with me.  3. you want to.
34,single,m,straight,average,strictly anything,rarely,never,graduated from college/university,asian,70.0,80000,banking / financial / real estate,2012-07-01-00-42,"hercules, california","doesn't have kids, but wants them",likes dogs,,taurus but it doesn&rsquo;t matter,no,"english (fluently), chinese (poorly)","any chance i get, usually when it's hot, i hang out at the houseboat. when it's not, i try to snowboard. other than that, i just pass my time being handy around the house, or spending time with my niece and nephews. i maybe be behind a apron cooking up some mean bbq, or a new recipe i found on the food network. perhaps u can find me behind a camera taking photos (most recent hobby).  a regular loyal and honest person, i usually only like to surround myself with people who are the same way. (i still find it difficult to be around people who take advantage of my kindness.)  other than that, i believe in karma.","right now just focusing on fixing up my house, which isn't so bad since i'm pretty handy. (want to see my toolbelt?) i was able to install hardwood floors, demo walls, tiles, plumbing, electrical, etc. i was also able to landscape my front and backyard. now if only i could just find someone to enjoy the house with me...  as for everything else, graduated from college, work at the bank.... the usual type of thing that responsible people my age do.","everything.... and if i find something i'm not good at, then i turn to youtube tutorials, or google searches. there are endless possibilities when you turn to the internet.","i'm pretty quiet, which seems contradictory of my sarcasm. who says that a shy guy isn't allowed to have a sense of humor?","favorite movies: liar liar, enter the dragon, harry potter, transformers, iron man.... i have watched almost everything out there so this is a hard one for me to answer. favorite shows: justified, 24, bluebloods, american idol (yeah yeah, i like to laugh), lights out, simpsons, the list can go on and on.... favorite food: sushi, smoked ribs, steak, potatoes, brazilian tri-tip steak from that one shack in berkeley, mama mia's mac salad, warm steamed dungeness crab, etc., etc., etc. not a foodie, but we all have to eat to live!!! favorite music: pretty much listen to everything from 1950's to present. i used to bump the song ""around the world"" in my car a long time ago, and now my friends always think of me whenever they hear it. (in a bad way.... they hate that song now. ok, maybe not all of them, just one of them.)","family, my cars, sleep, water, oxygen, [insert clever comment here]","what errands need to be taken care of. yes, i'm responsible which might actually be more of a curse for me.","i usually hang out with my parents and my sisters' families on friday nights and maybe catch up with friends afterwards. (i've been told that i have the coolest family ever, so it explains why i can be around them so much)","i'm shy. so shy that people often mistake it for being stuck up, which i am far from. definitely more down to earth, and once you get past the shyness, i can't stop cracking jokes. no seriously. i'm addicted to cracking jokes. do they have a support group for that kind of thing?",you're ready for an adventure and see where we end up.
55,single,f,straight,curvy,mostly other,socially,never,graduated from masters program,other,62.0,100000,education / academia,2012-06-09-23-11,"oakland, california",has a kid,has dogs,buddhism,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), french (okay), japanese (okay)","i take great care of my mind-body and spirit and would like to find someone who shares my values. i love hiking, dancing, going to great restaurants, movies, museums, theater and much more! i have very strong needs for passion, sensuality and intellectual stimulation.  i am fun, creative, and compassionate",i currently work as a director of a wellness center and some teaching at local private universities. i love taking care of two great dogs and have a son who recently finished at a university and got a great job. i am an avid dancer/teacher of salsa dance. i meditate each day which keeps me grounded and spiritual.,"dancing, cooking, project management.",are my smile and eyes.,"so many to mention, recently i loved seeing ""the girl with the dragon tatoo"", ""we bought a zoo"" and look forward to seeing the iron lady. also love harry potter books.","my family, holidays, flowers, great food, fresh air and dancing.","work, how to relax and have fun, finding a soulmate....",for at least the next 3 months i will be teaching in the hospital.,i have had to do a lot of work on myself to heal childhood wounds.,you take great care of yourself and are generally very happy and satisfied with your life.
30,single,m,straight,average,mostly anything,socially,never,graduated from ph.d program,asian,67.0,40000,science / tech / engineering,2011-09-17-18-03,"mountain view, california",,,other but not too serious about it,scorpio but it doesn&rsquo;t matter,no,english,,,,,,,,,,
40,single,m,gay,athletic,,socially,never,graduated from masters program,"black, hispanic / latin",73.0,100000,executive / management,2012-06-30-18-07,"san francisco, california",,has dogs,other,pisces and it&rsquo;s fun to think about,no,english,"my company relocated here from chicago almost two years ago and im still trying to navigate my way around this beautiful city. there are many great places to experience in the bay area. we are probably not a match if you're not willing to cross the any of the bridges. there is life outside of san francisco! i'm a hopeless romantic looking for that special someone to help me figure out this jigsaw puzzle called life, a soulmate and playmate. i'm pretty smart, educated, successful, and well traveled for starters. love the outdoors, yoga/working out, the company of my good friends and my dogs. i also enjoy good books, movies, music, food, wine, men, and a lot more, though not necessarily in that order... guys that turn my head are attractive both inside and out. he will have goals, a career and not just a job. he is masculine, confident, healthy and fit, comfortable in his own skin, easy going and fun! he knows what he wants out of life and is interested in building a family of his own at some point in the future...","i have a solid career as an hr executive with a great company, i'm stable and my life is golden professionally. however, my personal life is a work in progress! work life balance is an area of opportunity for me. hopefully, you can take the work iphone out of my hands and help me out!",i need to do some research on this....,people say i have a strong presence when i walk in the room which attracts a lot of attention. they also notice my sense of style and my smile.,"i just read several books for work on change management and the power of influencing people. boring i know but so necessary in my line of work!  i'm a big fan of thrillers, crime dramas and comedy. not really into sci-fi but willing to watch it if you twist my arm and give me wine...  i'm also a big fan of sushi, seafood and mexican food!",family good friends my dogs cable tv great food red wine,"my career, establishing a family and how to make a positive impact in someone's life.","if i'm not traveling or dining out at a great restaurant with friends, i'm at home eating take out and watching a good movie.",ask me and i might tell you..,"you're looking for a quality guy that is actually interested in dating and getting to know you. i'm attracted to all types but if you really want my attention, i need you to have a brain and capable of intelligent conversation. confidence is a huge turn on."
21,single,m,straight,athletic,,socially,never,graduated from high school,black,66.0,20000,student,2012-06-27-14-36,"oakland, california",,likes dogs,,libra,yes,english,,going 2 skool,,,shottas boyz n da hood colors the wood belly ghetto stories,,,smokin dro,,when ever
45,single,m,straight,athletic,,socially,never,graduated from college/university,pacific islander,66.0,80000,law / legal services,2012-06-29-16-57,"pleasant hill, california",has a kid,has dogs,catholicism,scorpio,when drinking,english (fluently),"i am very responsible, mature and decent. i enjoy the simpler things in life. i try not to make things so complicated. i keep tidy and enjoy cooking. i'm either at work, working out or just at home reading a book or watching a movie. i especially enjoy hanging out with my daughter. she is my lovely little woman who keeps me grounded. i'm retired army and work in law enforcement now.","working at a great job and figuring what i'll do after that ends. off course looking for a woman who is real, stunning in my eyes, and thinking of all the things left to do in this lifetime.","organizing, paying my bills on time, keeping a clean house, being a great dad. keeping a perspective in life and not letting materialistic things define me. knowing where i came from and knowing that i have it good because there are many in despair.",i guess confidence. i haven't asked people.,"of recent, james patterson novels and a bunch of non-fiction (military history). movies: loved the girl with the dragon tattoo, the notebook (how noah waited so long defies me. i've been there, he took it to a new level). music: house, r&b, country, some pop, sheesh all kinds of music depending on mood. i've been listening to house music a lot! keeps me energized and uplifted! ;) i like foods that go with rice! i'll try anything once! ;)","my little baby girl! although she's 12 now. she keeps life in perspective. i love talking to her and taking her on ""dates"". god, family, certain friends, a good book, movie, or music. being a good example to my daughter is the most important thing to me. i brought her into this world and i'm going to take care of her unlike some who are just sperm-donors.","how people make stupid choices. how your childhood affects your decisions in later life. how our youngsters have lost more and more respect to authority figures like teachers, police etc... how childish some parents are. how some people should not have children when they can't care for themselves! how people have kids together who shouldn't have! poor innocent children. you can have sex without getting pregnant you know! how some people have red flags waving all around them but the other sex refuses to acknowledge them because of lust!. then wonder why the relationship turns sour! how greedy people can be! how many try to outdo the other with material things. greed and lust. do you have it? if all your material things where taken away including your ken or barbie doll will you still have self-confidence and character? i think of the criteria many women have on this website and see the character of that woman. it's like one template works for the other. really?","not wasting my time or money on frivolous things. i am at home doing something productive like spending time with my daughter, exercising, reading or watching a good movie. i like to go out and hang out with friends but i hate throwing my money away on drinks or dinner that leaves you half-full and is not as delicious as a good home-cooked meal. there's a lot i do around the house that is productive.","i like disney movies, listen to r&b smooth jams. i do things that please me and not to please anyone else just to look cool or fit in. i am not going to be someone i'm not.","you feel the same way i do. if you're looking for mr. perfect, then yo' ass better come damn close to being one too! hehe!"
39,single,m,straight,fit,anything,socially,never,graduated from college/university,indian,72.0,100000,computer / hardware / software,2012-06-30-22-52,"san francisco, california","doesn't have kids, but wants them",,hinduism but not too serious about it,,no,"english (fluently), german (okay), hindi (poorly), spanish (poorly)","i grew up in sydney, australia after spending several years living in india and germany. i was fortunate enough that work allowed me to move from australia to live in england and holland. san francisco is now my home of many years and i feel very much at home here.  i love exploring new places and understanding different cultures. fortunately i have managed to maintain contact with the friends i made around the world. i like being in the heart of a city that is great for a social life, yet being close to nature for an escape.  nyc and sydney are the other cities i know well. i have spent a lot of time in manhattan since my parents lived there recently for several years ago. i still can't get used to the fact people don't even show up at places in ny before 11pm.  i used to say that one day i will get beyond beginning salsa dancing. i can now say that day has come.:)  would love to meet someone who can complement me and we can learn from each other. since my life has evolved this way it would be great the person feels comfortable in an international crowd in sf or overseas. i have never been married.. and do not have any kids, but would like to some day...:-)",improving salsa dancing. hanging with friends work for a tech startup company where most people like their work and have a good work life balance. the structure was modelled on a brazilian manufacturing company... and an interesting story.,"travelling, packing light, cooking thai mint peanut salad, getting there with salsa dancing","my australian/british/german accent when i speak english and my smile due to the naturally perfectly straight teeth (according to my dentist),",,"sense of humo(u)r, family and friends, laptop, sleep, swimming pool, the outdoors,",,,i am scared of heights.. though i can't work out why i had no problems paragliding off a mountain in colombia recently.,
28,single,m,straight,average,mostly anything,socially,never,graduated from ph.d program,asian,72.0,100000,medicine / health,2012-06-28-10-58,"san francisco, california",doesn't have kids,likes dogs and likes cats,catholicism and somewhat serious about it,cancer but it doesn&rsquo;t matter,no,"english (fluently), chinese (fluently)","i grew up in los angeles, schooled in san diego, and work in san rafael. i am looking for a companion to walk hand in hand through life's tough challenges and gratifying rewards. after a long day of work, i look forward to coming home to a warm smile and sweet voice who i can spoil with all the beautiful blessings granted on earth.  i would describe myself as the modern day renaissance man. i enjoy watching basketball and playing tennis; two sports that i cannot live without. i enjoy food as a form of artistic pleasure for the palate whether it be at a hole-in-the wall done right or candlelight for two. i am very much interested in worldly international affairs and not confined to the opinions of local biased media.  i am a good listener and would love to hear your story. if there is chemistry between us, contact me. i am looking forward to hear from you.",i feel like work just consumes me making it difficult to have the time to go out and meet people. i am ambitious with my work so i can have the financial incentive to spoil the people i love.,playing tennis and golf.,"my warm personality, friendly demeanor, and height.","i enjoy coffee and conversation, dining out, cuddling up to a good movie with the most recent being ""the hunger games,"" attending concerts, spontaneous travels and road trips, and watching sports especially basketball and tennis.","1. friends, companionship, family 2. tennis 3. internet 4. i phone 5. steak 6. desserts",my future and how to make each day better than the next.,,,"i am here to look for companionship, someone to share my life with, and someone who i can make smile everyday."
22,single,f,straight,overweight,mostly anything,desperately,never,graduated from college/university,,63.0,20000,rather not say,2012-06-30-08-43,"san francisco, california",,has dogs and has cats,agnosticism,sagittarius and it&rsquo;s fun to think about,sometimes,"english, german (okay), french","new self summary for a new profile for a new life in a new city !!! i'm so happy to succeed in my project that is to say to travel !!! so now i need somebody to show me around. i am on this site to find cool people who can help me to discover the beautiful city of san francisco and also california !! i did it when i was in ny and in paris and i met very very nice people so now sf, it's your turn !! i'm funny, lovely, crazy... but a little bit shy at first sight.  if you're american, smart, tall, muscular (but not too much) and you are a model at hollister or abercrombie & fitch, ask me to marry and i would say yes right away because i need a greencard :p",i'm working as an au pair in san francisco while following my english studies in a college that i haven't found yet...  i'm a part of a band bradfordmusical as a singer.,making laugh people... as many on this site...,mes dents blanches.  my white teeth  that i'm spanish or that i speak spanish and that i am asian whereas it's totally wrong... 8/,c.r.a.z.y. little miss sunshine skins les simpsons billy elliot eternal sunshine of the spotless mind africa united  soul rnb  la musique qui fait danser,"ma soeur, mon frre, mes amies, mon cheval,mes vtements,",running away from the routine. not being as the others...,sur paris avec des amies charmantes heading to my dance lesson singing in a studio for rehearsal with my band !,some details may be wrong...  i'm mean !,you like the description... you want to know more about me... you are not afraid...
32,single,m,straight,fit,mostly anything,socially,never,graduated from college/university,asian,69.0,50000,education / academia,2012-07-01-00-15,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,agnosticism and laughing about it,libra and it&rsquo;s fun to think about,no,"english (fluently), chinese (poorly), french (poorly)",,"i'm a 7th grade teacher at an oakland inner city charter school, and i absolutely adore my profession and kids. unfortunately, this means i have a little less time to meet women. unless the women are twelve years old and really nervous about learning algebra. so highly unethical. not to mention, gross.  aside from teaching, i exercise regularly and hope to one day make it around lake merritt without walking or whining. i also enjoy cooking (and grocery-shopping), writing (and editing), and sleeping (and napping). i'm like the perfect male. actually, i'm far from perfect, but i'm pretty sure you've gathered that already.","i'm incredibly adept at organizing the dishwasher. seriously. it's an art. i've also been told that my impromptu singing & dancing is tremendous. and just to clarify, it's tremendous in its sheer inanity. finally, i'm quite good at handling/dividing the check at big group meals. i'm asian; basic arithmetic is my specialty.","i have really white teeth. i think it's genetic (from dad, definitely not mom). it's also readily apparent since i smile a lot. other than that, i receive a lot of compliments on my eyeglasses. i would rather receive compliments on my face, but i shouldn't be too fussy. after all, the eyeglasses are pretty nice.","book: the hunger games. sadly, only the first novel in the trilogy. movie: kill bill: volume 2 is an all-time favorite. show: arrested development. it's back! almost. hopefully. music: st. vincent. she is pure magic. food: noodles. from any and all cultures. note: i do not slurp.",humor. friends. family. honesty. respect. effort.,"i hope to write a novel one day. i'm currently toying with two ideas. it would be easiest, and perhaps most amusing, to write about my experiences as a teacher. my little turd children are hilarious. and, of course, i want to write the next great american novel. though, i guess that would require an idea of some sort.","my friday nights are not typical. over the past month, you could have found me celebrating the weekend with friends at a bar, reading comfortably in my bed, taking a last-minute trip to napa valley, and attending a board game sleepover. you never get too old for a pajama party.","as a young child, i used to wander off from my mother in grocery stores and amusement parks. naturally, i would be found trying to kiss little girls my size. (apparently, i was pint-sized lothario.) not much has changed since then. except the girls are slightly older. and my mother now encourages this sort of behavior.",you should message me if you enjoy fun because i enjoy fun.
65,single,m,straight,average,mostly anything,socially,never,graduated from two-year college,,68.0,30000,,2012-06-30-10-19,"oakland, california",doesn't want kids,likes dogs and has cats,atheism,sagittarius,no,"english (fluently), english","""clothes make the man, naked people have little or no influence in society - mark twain  given the choice i'd take the train rather than the plane. i can find something humorous in almost any situation, i'm a bit of a teaser but harmless.red diaper baby. my higher education was the u.s. air force and community college. i'm not on a quest, but i might join you on yours  i spent 20 great years in the personal computer business starting in 1976. in the beginning of the personal computer revolution. now i work for a non profit helping people find jobs . two completely different careers. love to wake up sunday morning and mosey out for somewhere new. but must do some gardening first want to go with me? my bff is my ex-wife. don't cook much but i can chop veggies with the best of them. i'd love to have the discipline to be a vegetarian, but the best i can do is to eat healthy. if you are a vegetarian i'll be more than happy to dine with you i'm unashamedly politically incorrect at times in spite of being a ""lefty"" our orthodoxy needs to be challenged regularly. three fading old school tattoos. typical 65 year old guy with the earring. too old for a mid-life crisis.","discovered gardening a few years ago, it's good for the soul. what does your garden grow? i'll show you mine if you show me yours. taking solo walks but always welcome a companion. i'm not super jock so we won't be climbing half dome together. it's a great way to clean out the mind-clutter. used to do that on a motorcycle but those days are over, 30 years of riding memories will get me through the day. would you like to go for a slow walk?  staying connected with friends. more theater than movies. netflix beats tv hands down, except you can't rent today's baseball game. always looking for new restaurants and prefer out of the way, inexpensive places over trendy ones.","helping people with technology. gardening. planning trips and being a friend, traveling light. pontificating about politics. asking questions",i am more interested in you than me. if i have to tell you what does it matter? you'll make your own judgement when we meet.," it's hard to name a single favorite of anything,so here are a few in no particular order.food? i'll eat anything. >movies; nuestra cosa,cannibal women in the avocado jungle of death, the last picture show, .mean streets. >music; latin, celtic, blues (delta, chicago, jump), folk/bluegrass,southern rock. >musicians; emmylou harris, iris dement, john prine,rory block, carlos santana, muddy waters, tom paxton >songs; boulder to birmingham. angel from montgomery, i'd rather be blind,. lawyers guns and money,dixie chicken > reading; biographies, mysteries, politics, recently read 'shop class as soulcraft , an investigation into the value of work, deer hunting with jesus' & micky mantle's bio. reading the big short by michael lewis. subscribe to the left business observer and the new yorker. cancelled the comical > theater; pretty much anything at act, the marsh or calshakes. . >tv sucks. thanks to netflix i've seen every episode of damages, the wire, breaking bad, weeds, sons of anarchy. watching treme right now. let's not forget baseball. nothing like playing hooky to catch a day game on a warm summer afternoon.",books cat the sierra peanut butter the full moon someone with whom to discuss politics,"how i can become a better photographer. the obscene crimes we commit against nature. all the fun things i've done in my life. what to plant next. my mother. why didn't i exercise this morning. mountains, deserts, rivers, lakes and oceans. helping our clients find a job. how we must save our park system, the greatest classroom of all.",make me an offer.,i have impure thoughts,"if you answer yes to two or more; you laugh at yourself regularly you would rather go to death valley than palm springs you use lipstick only on special occasions you wouldn't cross a picket line. you know who goes to sturgis in august  last but not least, this really moves you; http://www.youtube.com/watch?v=-q-lsgbluoo"
32,single,m,straight,a little extra,,socially,never,graduated from college/university,asian,61.0,80000,computer / hardware / software,2012-05-31-21-50,"redwood city, california",,likes dogs,agnosticism,gemini,no,"english, arabic (poorly), chinese (okay), spanish (poorly)","i began hiking at the beginning of the year and love it! somehow i've become a morning person getting to work early which lets me explore the hills and trails along the 280 afterwards.  looking for anyone who enjoys hiking, anime, gaming and general geekery.",constantly working on my computer tan. i think i'm doing it wrong...maybe i need to get a bigger monitor.,putting on my robe and wizard hat.,i'm the little asian dude.,"mostly a scifi/fantasy novel person, usually read series like david edding's belgariad to osc's ender's game.  enjoy all types of movies, depends on what i'm in the mood for.  cake, queen, 80's, rock, ska, punk, jpop, techno, even some country make it onto my playlists lol.  always up for trying new foods. so much to choose from...","computer, car, phone, tv, climate control, internet","life, the universe, and everything...even though someone spoiled it for me and told me it was 42.",resting up for snowboarding or hiking on the weekend!,ffxi...don't play it much these days though ^_^;,"you're fast, and thorough, and sharp as a tack..."
29,single,m,straight,athletic,mostly anything,socially,never,graduated from college/university,"asian, pacific islander, other",74.0,100000,sales / marketing / biz dev,2012-04-06-15-20,"woodside, california",,has dogs,hinduism,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), hindi (fluently), urdu (fluently)","i am a very easy going person, i do not like drama :(  i am very easy to get along with, and i have a gift to make people very comfortable around me :) so if you are interested please email me , i will share anything you want to know.",i work in operations for a fortune 500 company.,"making people laugh, its a gift according to my friends :)","i would have to say my smile, because i always smile for some reason as i am right now typing this :)",,family my career my loving friends spicy foods yearly vacation my dog,"my future, who doesnt my friends and and family that i dont get much time to spend with.","every friday night is different, i can go and do anything with friends and family and have a blast. i love entertaining friends and family, thats what i do best :)",,"you are drama free, and want a guy that will always keep a smile on your face :)"
23,single,m,bisexual,full figured,strictly vegetarian,socially,never,graduated from college/university,hispanic / latin,73.0,20000,education / academia,2012-06-30-18-49,"oakland, california",,likes dogs and likes cats,other,leo,when drinking,"english (fluently), spanish (okay)","i just moved to oakland so i really wanna get out there and see what's going on. i like to explore, go to community type events, and i'm also down for trying out a new cafe or dig around in a record or thrift shop. i am a bit of a shy guy, but i have been constantly working on that. i like to think of myself as an introvert trained to be extroverted. i'm pretty laid back and love to chill but i'm always down for all types of physical, mental, and sexual adventures. i'm a queer kinky chicano joto...ok lets not be so serious...lets talk about kink, sex, politics, fucked up shit in the world, silly things, glittery things, queer things, music, art, drag queens! =d  im looking for all types of relationships so message me if ya wanna chat.",just graduated from uc davis and i'm working in the non-profit world.  looking to get involved in queer things around the east bay and just living day to day in this new chapter of my life.,pampering someone...yup ill cook for you and serve you..,my laugh maybe? i can be pretty loud,"everything queer and latino...hehe.  my guilty pleasure is reality tv =) id rather get sucked into other peoples drama than have my own.  i love to cook and try new things. i have been vegan for a short while now and i like to experiment and see how tasty i can make food. also, mexican food is a must! even after being vegan for 10 years i would probably still eat my grandmas mole.  i really do love all types of music. everything grungy, punky, trashy, dirty, poppy, and danceable.",family (blood family and queer fam) friends music books computer doc martens,how to overthrow the government...jk..sort of....=p  and how to live life everyday to constantly grow as a person.,"out with friends partying it up! i try to say i am not a big party person, i think what i mean is that i usually don't get the party started. i can def be satisfied having a chill friday night at home watching movies, choppin it up, or even play a game. however, when it is time to go to the club or a party i am pretty much always down to have a good time and dance all night.","i really do believe in fairys, unicorns, and that one day we will mutate just like in x-men.",if you got all the way down here you might as well just say hi =p
37,single,m,gay,average,,socially,never,graduated from masters program,"asian, pacific islander",68.0,40000,education / academia,2012-05-15-18-51,"mountain view, california",,likes cats,christianity but not too serious about it,cancer and it&rsquo;s fun to think about,no,"english (fluently), ilongo (poorly), french (poorly), korean (poorly)","library/information professional who completed his mm in bassoon performance at the san francisco conservatory of music may 2002. likes cooking/good food, long walks, traveling, and sometimes just staying home with someone to cuddle up with. my life happens in an inimitatable, passionate, (and hopefully mostly) respectful manner.  i am vivacious, gracious, and devoted.","i am nearly done with coursework to complete the degree mlis (master of library and information science) while i work full time as a cataloging specialist at the robert crown library, stanford law school.","obfuscation, enumeration, cataloging, and cooking",presence; conversation; perhaps my hair,"(a) lc classification schedules; the book of totally useless information / voorhees; most things culinary  (b) tampopo, being john malkovich, toys (1992; robin williams et al.), rocky horror picture show, shock treatment  (c) jpop/kpop, soft pink truth, pussy tourette, abba, seor coconut, information society, bmk, misia  (d) almost anything as long as its veggie (i do some seafood too)","computer, library access, sex, family, friends, ability of expression","friends, query formulation for finding various knowns and unknowns via various information retrieval systems, new recipes, relationships, what i read on my livejournal friends page (check my lj out: http://www.livejournal.com/userinfo.bml?user=punkbassoon&mode=full- )",eating something good,i love my hair,you enjoy technical conversations that can switch back and forth between various domains of knowledge to culture and epicurean delights.
30,single,m,straight,athletic,mostly anything,socially,never,graduated from masters program,indian,69.0,80000,medicine / health,2012-06-03-10-31,"san francisco, california",,likes dogs,hinduism but not too serious about it,sagittarius,sometimes,english (fluently),"lights up, fade into a hospital in the northern part of india, a male child was born and named bariz, meaning, lotus'. i can tell you that my life, while incredibly tranquil, has been anything but quiet. my life has been an adventure. an adventure, driven by the importance of my education, has taken me around the world, collecting internships, scholarships, languages, and many real life experiences which fueled my desire to help our society beyond cultural and regional boundaries. seeing firsthand how a person can whole heartedly make a true difference helped me make the most difficult decision of my life: dropping out of phd program. i did not want to waste one more precious moment working on something that truly did not matter. i yearned to do something where i could clearly see impact of my work in constructing and elaborating building the better-being of our society. following on that path, i am humbled and appreciative to now be working in the health industry for the biggest non-profit health insurance company in the united states, kaiser. while working for kaiser health insurance, i am afforded many opportunities to fulfill my passion every single day. as a part of my work, i facilitate health services to thousands of people, including newly-born babies whose adventure is just beginning. this is truly what makes me feel happy, satisfied, and excited to be alive. i round out my life with other passions including playing golf, watching a stanford & 49ers football game, working out 3 to 4 times a week, dancing tango, salsa, hip-hop, pop, and bollywood. and then there is the beach. there is something about the sound of water, the rays of sun, and a cold breeze of wind blowing while busy kids are making their forts alongside smiling and laughing adultsdogs playfully running alongside the coast. maybe it doesn't have to be the beach for you...maybe you have your own special placeno matter the location or situationbut those kinds of moments that to me, is truly peaceful.",,making holiday plans.,ask people :),"not much of a reader! eternal sunshine of the spotless mind, inception, gladiator and forrest gump. wicked, blueman show, cranberry and black eyed peas live concerts. italian, thai, french, etc..anything healthy works for me!",i can tell you six things which couldn't happen without me but i am not dependent on anything.,,a happy soul socializing somewhere in downtown :),,
24,single,m,straight,fit,mostly anything,socially,never,graduated from high school,asian,68.0,30000,clerical / administrative,2012-06-21-19-18,"daly city, california",,,catholicism but not too serious about it,libra and it&rsquo;s fun to think about,no,english,young man full of life looking for girls to have fun with.,currently working for a non profit company. working on opening up my own business.,,,,phone. laptop. internet. motorcycle,how to move up to the next level,working out and partying,,
39,single,m,straight,fit,anything,socially,never,graduated from med school,asian,67.0,50000,medicine / health,2012-06-25-07-56,"san pablo, california",,,christianity,taurus,no,"english (fluently), spanish (fluently), chinese (fluently)",life traveller and perpetual student...currently in family medicine residency in bay area.,a lot of time currently is spent in residency. planning to travel to africa next year to work in trauma surgery. not sure what kind of doctor i'll be when i grow up.,"travelling, medicine, tennis, a little piano, hiking",intelligence? smile? not sure,"love sushi and chinese wedding banquet food. favorite movie: usual suspects. listen to everything from chinese to rap, but really like latin music",1. travelling 2. access to piano 3. my laptop 4. bookshelf 5. tennis racquet 6. ocean,"medicine and travelling, especially in the developing world","usually working during residency...but if free, usually hanging out with friends over a nice dinner",getting lost is actually fun...especially in a new city,you're adventurous and want to explore the city. :)
23,single,m,gay,fit,,rarely,never,graduated from college/university,hispanic / latin,65.0,30000,education / academia,2012-06-24-08-34,"san francisco, california",,,catholicism and somewhat serious about it,cancer and it&rsquo;s fun to think about,no,"english, spanish (fluently), french (okay)","hi everyone, gabe here. i have been in san francisco for a year now and i am looking to make more friends to hang out with.  i like to consider myself a very creative type. i am the type of person who is constantly looking for ways to reinvent the wheel, and hold a strong conviction for improving the world around me. i deeply enjoy social gatherings, meeting new people and developing new personal connections.  i am a complete optimist, often at the cost of some of my emotional sanity. i feel like i am on a constant pursuit of self-improvement and am therefore one my harshest critics, while simultaneously serving as a cheerleader for those around me.  being on my own, has definitely served as a wake up call to my own self-worth. i am more aware of what i bring to the table, and am slowly beginning to develop the ""cahones"" to serve as my own advocate for my well-being. i like to think that i am in a constant state of metamorphosis, changing and adapting my needs, wants, talents, emotions to the new situations that i encounter. as i mature, i am however holding firmly to those people and those beliefs that have really come to shape the person i have become in my brief 23 years.","i'm a currently working as a 6th grade math and science teacher through teach for america, with a strong conviction in serving these students and putting them on track to further success. i work in an urban setting and am often quite shocked to hear of the things that some of these kids face. it is both inspiring and motivating to really try even harder to make a difference in the lives of these kids.","dancing, graphic design, public speaking,",my smile and my energy.,"i love any music i can dance to. in terms of movies i am more of a comedy person, although i do enjoy the occasional action and drama movie.","i know they are not things per say.... but my family, my friends. collectively they make up more than 6 lol...","what i want and where i am headed, music, my kids and work,","out with friends, or watching a movie with my roommates.","i like to dance in front of the mirror, with the music blasting. its one of the few moments that i feel completely free!",
