status,sex,orientation,body_type,diet,drinks,education,ethnicity,height,income,job,last_online,location,offspring,pets,religion,sign,smokes,speaks,essay0,essay1,essay2,essay3,essay4,essay5,essay6,essay7,essay8,essay9
single,m,gay,fit,mostly vegetarian,socially,graduated from college/university,asian,66.0,-1,artistic / musical / writer,2012-06-03-10-52,"san francisco, california",doesn't have kids,likes dogs,buddhism but not too serious about it,taurus and it&rsquo;s fun to think about,no,english,"self promotion is always difficult so i'll skip the hard sell and just say that i'm a nice guy. i'm the third child of immigrant parents who taught me the importance of having values, respect for others and good work ethics. the three things that i feel is important to successful living.",my life is a work in progress and i always feel the need to reinvent myself without changing the core of me.,i'm really good at making people laugh.,my hearty laugh.,"my attention span is very limited and i'm a very visual person so i read a lot of magazines! short articles and pictures are enough but when i'm inspired i love espionage, adventure and spy novels. .","i need family, friends, music, humor, inspiration and proactiv.",i'm a daydreamer so anything and everything can be running through my head.,on a typical friday night you'll find me with friends indulging in cocktails and sharing highlights of the week. i don't go out much anymore to the bars/clubs that's why friday happy hour is almost always a must.,well if it's private...,message me if you want to go on a date.
single,m,straight,fit,anything,socially,graduated from ph.d program,asian,71.0,150000,education / academia,2012-06-29-20-59,"stanford, california","doesn't have kids, but wants them",has dogs,catholicism,scorpio but it doesn&rsquo;t matter,no,english,"born and raised in rural missouri and educated in boston and baltimore, i love both open spaces and urban places. i don't speak with a twang anymore except when i go back home (it's not intentional, i swear). i have an unusually high tolerance (perhaps even an appreciation) for country music, but my itunes collection spans the musical spectrum. i am politically liberal and my high school classmate's fb postings sometimes make me cringe, but i understand they are good people too. i am a huge fan of rei, but i avoid shopping at wal-mart having seen what it can do to a small town's economy. and while i prefer to take my subaru down dirt roads, i've learned to love the challenge of squeezing it into the only available parallel parking space.  i moved to the bay area nine years ago to start my first real job, if you don't count my high school summer as a grill boy at mcdonald's. when i'm not mentoring graduate students in the lab or teaching them in the classroom, i enjoy the outdoorshiking, biking, fly fishing, skiing, or just hanging out with my dog. i love watching films, going to concerts or plays, keeping fit by running road races (sixteen half-marathons so far), enjoy good food/wine, and cherish good conversation. i try to read as much as i can, though sometimes those best intentions can be limited to a quick excursion through the new yorker and whatever is on display in the grocery store aisle. and now that i've been handed down my sister's roland, i've been brushing up my piano playing. i also like to cook (for others, not especially for myself).",like the rest of my colleagues in academic research i'm trying do some good during my time on this planet. like find a cure for cancer. or at least one kind of cancer. or maybe just one kind of cancer in mice. i also spend my time exploring the arts and outdoors that the bay area has to offer and hanging out with my nephew (the baby in one of my photos).,"rolling stops, and consequently passing online traffic school exams.",people often comment that i have a rather deep voice. unfortunately that hasn't translated into a great singing voice.,"books: game change, true compass, never let me go, the kite runner, devil in the white city, the steve jobs bio. other reads: new york times, the new yorker movies: the wrestler, the social network, the hangover, superbad, the girl with the dragon tattoo (still need to read the books) music: black lab, five for fighting, florence and the machine, linkin park (newer stuff), the script, adele, needtobreathe food: anything that moves and is not a primate, dolphin, or dog. any flora that will not kill me. radio: npr, this american life, radio lab tv: colbert report, flight of the conchords, true blood, boardwalk empire other: sf symphony, performances at the art and orpheum theatre, the de young and legion of honor museums","asics kayano running shoes flyfishing all-wheel drive red wine starry nights (not the painting, the real deal) friends/family with whom to share the above",when can i finally move out of the 'burbs and into either the city or the countryside...,"hanging out with friends or family, conversing over tasty food and good wine, or catching a movie (and not conversing).",you will have to coax that out of me with a corkscrew. or the contents of the bottle.,"you are smart, active, and as comfortable in a tent as you are in a concert hall. you're not afraid to speak your mind but also know the meaning of kindness. passion and curiosity about life are important to me, and i hope to find that in my partner as well. ultimately i'm looking for my best friend, with whom i can grow older and wiser and share life's great and not-so-great moments."
single,m,straight,athletic,mostly halal,very often,graduated from ph.d program,black,74.0,250000,other,2012-06-21-02-18,"san francisco, california","doesn't have kids, and doesn't want any",dislikes dogs and dislikes cats,islam and laughing about it,,yes,"english (fluently), portuguese (poorly)",just ah lonely kinq livin in da frisco. keepin it ripe keeping it tite.,i be gettin' tired in mah old age. so this king retired. i now be workin as da head foreman at chism construction inc.,,im da kinq!,niqqas wit hats grits 7 legacy 9 green eqqs go ham,kidz gritz scrapin sacrafice ah hustle ah loyalty ah respect das rite!!,farmin.,qettin in on da sacrafice 2nite!!,aint no secrets wit a kinq. a niqqa be ballin on a budget,you down wit dis kinq
single,m,gay,athletic,mostly anything,very often,graduated from masters program,asian,62.0,150000,executive / management,2012-05-12-23-24,"san francisco, california","doesn't have kids, and doesn't want any",dislikes dogs and dislikes cats,other and laughing about it,taurus,yes,"english (fluently), chinese (fluently), spanish (okay)","asian male, gay and proud!",running my own business in the bay area. living large. looking for fun.,reading people.,how pretty i am.,i eat everything. i don't read. movies are fun. love music - especially hip hop,porn. thongs. condoms. lube. handcuffs. iphone.,how big your penis is.,castro dist baby!,i recently came out of the closet.,you're looking for any of the above.
single,f,straight,thin,strictly anything,socially,graduated from masters program,indian,65.0,-1,banking / financial / real estate,2012-06-29-20-02,"san francisco, california",has kids,likes dogs and has cats,hinduism but not too serious about it,virgo and it&rsquo;s fun to think about,no,english (fluently),"im a midwestern woman who has lived all over the country and ended up on the west coast. i am a newly single mother of two beautiful little girls who i spend half of my time with. i am super social, pretty athletic, and always love a good cocktail party. oh and if you are wondering, i am east indian. everyone who meets me says ""you're indian? half indian right? and half what else?"" no, i'm 100% indian, i dont know why i always get that, but i always do. im a big believer in alternative medicine, in fact i rarely see allopathic doctors anymore. that doesn't mean i wont date a doctor! i try to eat only organic and teach my children the same. i'm a true ""greenie"" but i dont impose it upon others, though its much appreciated! im a former wall street trader, so you will have to excuse, or relish in, my potty mouth. for the record, i only have one cat, but they dont give you the option on okc to say that!","my first and most important job is raising my daughters. in terms if my career, im currently involved a startup in in sustainable agriculture space (i.e. composting. if you know anything about it or someone who might want to fund it, please ping me!!). im also part of a team starting a new financial firm which should be up and running by this fall. i do business development for these companies. so yes, i'm super busy, and loving every minute of it. but never too busy for a good date.","networking, i mean reaaallly good at networking (which is why i do business development). im also good at yoga, and i think a pretty decent skiier. i have a dry sense of humor and am skilled in making people laugh. im quite skilled at the art of getting other people to cook for me, because that is not something i do very well! but now that im a single mama im making a concerted effort. i am very good at remembering peoples phone numbers, i almost have a photogenic memory that way.",my attitude. my eyes and lips. my offspring which i know isn't something about me but they are a part of me!,"since i just read bossypants and couldnt stop laughing, im going to call it my favorite book for now. i like anything by jeffrey eugenides. i love reading books on alternative healing, energy work and positive child rearing (if you are looking for the authority on that, go get a book by alfie kohn). the big lebowski will always be my favorite movie. i love film festivals and generally avoid depressing or scary movies. i love modern family and the office, but for the most part i dont have time for television. music, you name it. old school to alternative (i love awolnation). and i truly enjoy a delicious and healthy meal made from sustainable and local sources. i am not going to be that person to run out and get a slice with you, sorry, not my thing. and there is nothing better than a great pinot in my opinion.","my two children, skiing, red wine, the beach, ketchup, foie gras (which will be illegal soon here???) and coconut oil, which is 7. but who's counting?",how to make my children happy. the two startups i am currently involved with. about how to bring recycling and composting to new york city. why we arent all driving electric vehicles by now. why europe is so ahead of us in that department. where i will be living when im 70 and with whom. how much i miss the east coast (especially in the summer) but would never leave this gorgeous place!,"when i have my kids, i am with my kids. when i dont have them i might be out at a party, or to a good dinner. occasionally i stay in and relax, or just see a couple friends for a drink. watching a dvd at home, wow that just hasn't happened in so long but i love doing that, too.",i have always wanted to be a drummer in a rock band. still do. im not a fan of aggressive pda on a first date!,you are comfortable with the fact that i have two kids who will always be the most important people in my life. you can handle the fact that im pretty liberal. i talk alot.
single,f,straight,jacked,strictly other,not at all,graduated from college/university,other,69.0,-1,artistic / musical / writer,2012-06-28-12-12,"san rafael, california",doesn't have kids,likes dogs and likes cats,atheism and laughing about it,aries,no,"english (okay), french (poorly), german (poorly)","what's a ""jacked"" body type?? i don't know! i liked the sound of it though.",making ephemeral concrete,a myriad of shit,"enthusiastic, educated, and excited about life.","after 30 years of voracious, dedicated obsession with both novels and non-fiction (largely science, politics & biographies), i no longer produce the enzymes necessary to digest books. online articles are the only things regularly completed, i'm afraid, and will be until i get my pancreas back in shape.  [oh no, i just (may '12) finished 2 novels and will have to update....]  there are many brilliant, awe-inspiring, films that affect me deeply and i promptly forget. some not-necessarily weighty favorites i re-watch are: brain candy - kids in the hall develop an anti-depressant. true stories - beloved david byrne is your host. star wars trilogy - the opening scene puts tingles up my spine like it did when i was 10. wim wenders: wings of desire & until the end of the world, although the second one seems dated now. we have surpassed the futuristic technology! young frankenstein hedwig & the angry inch - eastern euro transgender glam rock heaven! sita sings the blues (see it at sitasingstheblues.com) coffee & cigarettes (the real elvis would never do that...) everyone says they like princess bride, and with good reason. confederate states of america - brilliant. 98% of woody allen i love. (not the marrying his daughter part.) and i watch a lot of foreign films in general, especially french & german. documentaries -- hope you geek out heavily, too. my ""most private thing i'll admit"" is that i love the movie ""babe"". (pork is a nice, sweet meat.) i like getting my brain tickled, which these flicks do.  i don't really watch tv, but the only reason i'm on this site is because jon stewart is taken. there was a hard, fast affair with ""flight of the conchords"", too.","funk rock of all stripes classical folk pop of the 1920s & 30s all other music (i'd be hard-pressed without almond butter, too)","""if you don't think we re-incarnate, you probably said that the last time too.""",nothing you need to know about,"i shave, sometimes.",you've already made me laugh or are about to.
single,f,straight,fit,anything,rarely,graduated from masters program,asian,63.0,-1,education / academia,2012-06-28-22-31,"alameda, california",has a kid,dislikes dogs and dislikes cats,judaism,virgo,no,"english (fluently), spanish (okay), french (okay)","i fall into the smart is sexy category of women. i've got my act together (great house, great kid, great friends, great job) and have done my laundry consistently over the years. i grew up on the east coast and am drawn to smart, musical, creative, thoughtful people with big hearts. i have wonderful friends, a meaningful career and i adopted my five year old daughter from ethiopia two years ago and just love being her mom. she's the best thing that has ever happened to me. i grow veggies in my backyard, enjoy tinkering at art/house projects and getting out for a hike or exploring different restaurants and music venues.","i work to improve our public education system. i was once a workaholic but have found a sweet work-life balance. i ran a nonprofit for inner city kids in cambridge ma, taught middle and high school for a bunch of years and was an assistant principal of a middle school. i have a good head for entrepreneurial pursuits.  i love international travel--always open to new experiences. travel highlights have included salsa dancing in cuba, safari in tanzania & kenya, hiking volcanoes in indonesia, scuba diving in palau, staying in a yurt in inner mongolia, backpacking in the canadian rockies, textile shopping in guatemala, caving in belize, visiting mayan sites in honduras, teaching in israel, studying spanish in costa rica, traveling in mexico (chiapas, oaxaca, morelia, guanajuato, kayaking in baja. places i would still like to explore: thailand, south america, prague, italy, new zealand, turkey, zanzibar, and more!",come dance with me and i guarantee we'll have fun. i love swing/blues dancing like a 3 minute romance in a dance!. just learning salsa rueda and tango. love to sing and play piano. i can put up a tent in 8 minutes and can pack for a weekend trip at the drop of a hat.,"i seem taller than i am (good posture), curves in the right places, curious, warm, helpful, optimistic.","i enjoy live music (acoustic, folk, classical, bluegrass, funk, gospel, swing, jazz), have been to jazzfest several times and try to get to strawberry every year. i love seeing live theater, musicals and performance art.  reading the sunday new york times with a mug of hot tea in my garden, devouring good books.  addicted to treme, the wire and downton abbey. favorite movies include: whale rider, harold and maude, young frankenstein, 101 dalmations, my life as a dog, purple rose of cairo, il postino, ponyo, hugo.  too many favorite authors to name: gabriel garcia marquez, brian selznick, isabel allende, pablo naruda, jhumpa lahiri, maya angelou, tom friedman, jeffrey sachs, the list goes on... just finished reading shantaram.","dark chocolate, sunshine, my daughter, yoga, music, sunday nyt",it only takes ten minutes to meet someone new who will rock my world.,"taking a walk on the beach ( i can walk from my house), having dinner with friends, noodling on the piano or guitar.",i have a strong internal clock-- and wake up without an alarm clock.,"you are kind, musical, smart, curious, have a warm sense of humor and love the outdoors, we should talk."
single,f,straight,curvy,strictly anything,socially,graduated from ph.d program,pacific islander,67.0,-1,other,2012-06-24-21-08,"oakland, california",,likes dogs and likes cats,other and very serious about it,leo and it matters a lot,no,"english (fluently), spanish (okay), afrikaans (poorly), swedish (poorly)","looking to make some new friendships and or a great relationship. i'm creative, love all kinds of music. i like hanging in the outdoors and hanging late night at a good party.  i would love to connect with someone who is into what i would call ""classic vintage"" collecting, alternative music, vintage cars, tiki culture, and or very underground events. if you are also into classic country or bluegrass that would also be a big plus in my view. i love alternative music in small clubs and go pretty often to hear new music. but i also appreciate chillin with close friends or just you, with some good wine, food and great conversation. a person with some of these interest would be an excellent match for me. and most important they must have a sense of humor about that wonderful journey we are all on called ""life"".  look for a man who has a bit of a dark sense of humor, a streak for creative living and likes to do lot's of different things with a passion. camping, concerts, films, roadtrips to name a few...and has a good amount of energy for all of them.  i am funny, smart, and eclectic","my life revolves around changing society through documentary art. i cycle through three main themes: body positivity (fat activism), male femininity, and sex positivity. our really existing selves have been pushed out of the public sphere. in the internet age we are pushing back, and my goal is to play a pioneering role in this social revolution.","grew up with a pool table, so, playing pool is a forte. additionally, i've always had an ability to remember numbers (one of my stupid human tricks)",my smile.,"in terms of books, the master and margarita (though this sounds like a bdsm book, it is a russian novel).  movies: i never get sick of watching fight club (i never liked brad pitt until that movie). the usual suspects, la confidential and out of the past (robert mitchum was the original bad ass)",kimchi chai soy latte french roast mixed with vienna roast organic animal crackers from trader joes and two more things- i like to reserve a couple of blanks,"the future, how to focus on the present, and how grateful i should be. and what do i want to experience next in life.",possibly recovering from my thursday night and hanging out with my dog (for some reason i prefer going out on thursday nights....better crowd).,i am not really good at answering these online dating questions. oh and i always cry when charlotte from charlotte's web dies.,"if you want to get to know me, or if you are bored, or if you are looking for something to do. get coffee, a drink, catch a movie or explore san francisco. no strings attached. let's see what happens."
single,f,straight,fit,mostly anything,socially,graduated from masters program,asian,64.0,-1,executive / management,2012-06-24-20-20,"menlo park, california",doesn't have kids,likes dogs,agnosticism and laughing about it,aries but it doesn&rsquo;t matter,no,english (fluently),"i'm a glass-half-full kind of girl, am emotionally wired to be very logical, and abhor drama. i'm eternally curious and work in left-brain things, but enjoy right-brain activities much more .... drawing or creating things. i over-analyze everything, so almost never regret my actions. i always have a point of view, but only share with those who can agree to disagree. i love food... its preparation, presentation, taste, culture, history. i love wind, snow, and water whipping across my face. i watch cnn and read the ny times more than the local news. i love thought-provoking forms of art and expression.  i prefer to be direct, the east coast influence i suppose. you can ask me anything and i will give you a direct answer. i don't play games, except the occasional board or video type. but due to lots of corporate feedback, early adulthood on capitol hill, and friends worldwide, i've learned to be much more circumspect about how my words/actions will be perceived. although when my team is being attacked repeatedly, all bets are off :-p. controlling my temper and extreme diplomacy are learned skills, so i remain constantly vigilant.  i am a mix of cultures, having been born into one, raised in another, and sought others in adulthood. i'm the older of 2 and have 3 nieces, whom i adore. i work to live well. i exercise, so that i can indulge. i need quiet time to recharge, but have a large circle of friends/relatives worldwide with whom i've kept in touch for decades. i try to live like the song, ""i hope you dance"" and the poem instantes by borges.","i need to continually learn or else i get bored. i try to visit a new place every year. i like to try new experiences. skydiving is next. i tend to order those things i have never eaten/drunk before. i try to keep all my relationships in good order, so that i have nothing to confess or say to someone on my death bed that i wouldn't say now. i have been paring down my friendships to spend time with those who really matter to me. i am wondering when i am going to get off my bum and build this sculpture i have designed.",- making people feel comfortable - finding the optimistic viewpoint when providing advice - over-analyzing,- easy smile & dimples,"- anything i can sing to - love dancing to 80s, 90s, current pop/rock/alternative music, salsa, the beatles .... - independent/foreign films, operas, thought-provoking sci fi, espionage, period films, ballet, theatre - love a wide variety of cuisines, but am not a fan of rice and beans or melted cheese unless it is in a fondue ... - j.k. rowlings, gore vidal, neal stephenson, tom clancy, robert ludlum, sheri tepper, sir arthur conan doyle, steven d levitt, jane austen - anything related to joss whedon, audrey hepburn, alfred hitchcock, david lynch, woody allen, johnny depp, kate winslet, diane keaton, woody allen, kate beckinsale, hugh grant, colin firth, monty python, kevin kline, katherine hepburn, emily blunt, catherine deneuve, gerard depardieu, helen bonham-carter, anthony hopkins, juliette binoche, natalie portman, matt bomer",- love of family and friends - a large variety of great food/fresh fruit - intellectual stimulation - the means with which to use my passport extensively - phone/internet - the prospect of romantic love,"- how to better design things, how to do things faster - how to quash an over-active mind and achieve inner peace - what i am going to be when i grow up - how do i best love and nurture my nieces - how to enjoy the now and not dwell on the what-could-be",not sure if there is a typical friday ... out with friends or attending a performance or winding down from the work week at home or a meetup to see the newest indie film,"i watch animated films without my nieces.  i'm pretty open, so you just have to ask :).","any of my profile appeals to you and you: - don't smoke (except the occasional cigar or something else) and will be ok accommodating my allergy to cats - smile when you are happy - bonus, if you are a foodie, who loves to explore new experiences/travel and continually learn  i find the path to self-awareness intriguing, therefore the number of okc questions i answered (it only takes 5 sec to blow through 1 question ... while waiting for tea, you can answer a lot... or you can conclude i'm a nutjob, as my friend suggested when i told him ... hehe).  i almost always respond one way or another, but i may not always do this in a timely manner."
single,m,straight,fit,,desperately,graduated from ph.d program,black,72.0,-1,science / tech / engineering,2012-06-28-00-12,"san francisco, california",,likes cats,other and laughing about it,scorpio,no,"english (okay), c++ (fluently)","i'm an odd stew of technical and abstract creative, analytic and intuitive, people and socially oriented - i thrive both on community and solo endeavors. experiments show they feed each other...i am happiest when i have that balance.  most fundamentally, music moves me: i like to listen, dance, play, record, and otherwise groove to music. i guess that's like saying ""i like art!"" which doesn't mean anything at all, but yeah, i like music. and art, too.  i also like, you know, stuff. things in addition to music. but i generally listen to music while i enjoy these things.  my curious nature brings me to a world of physics and engineering and this gets me into trouble sometimes. i'm also intrigued by social psychology, philosophy, and bright shiny objects. i'm far more interested in conversation than i am in, i dunno, playing frisbee or something. i was the weird kid who didn't like gym but had my ham radio license. i didn't hang out with the cool kids until way, way later.  i still have my ham radio license.  artistically, much of what i help create gets ignited but not destroyed.  there is a very fine line between ""hobby"" and ""mental illness"".  i am curiously strong, playful, and neurotic","sf is the only place i've found such strong social and professional ties at the same time - the combination is remarkable. mostly i like making machines (for computing sound) at work, and making music and art outside of work.  depending on which identity hat i'm wearing, i'm a researcher (physics and psychoacoustics), design engineer, programmer, recording engineer, drummer, artist, and more than one hat at a time is challenging but good fun. some permutations are right out, but i do tap on the table while coding so i guess some are combined.  a lot of my free time is spent helping create exciting things bigger than any of one us could make alone, and i'm often a listener and connector of ideas and emotions.","taking problems apart and seeing them as smaller problems.  i am deeply ashamed that i only got 70% on the science test. heh.  i'm also a good listener. i'm told that i'm good at sharing what i'm feeling, though i think it's easy to share nice things.  i can tie my shoe (one at a time) with one hand. i found this out because i like to eat sandwiches while i walk, and encountered an untied shoe the other day while eating. update: i have found this skill isn't consistent. i was recently eating a donut and it didn't work at all. it may be the donut's fault, but i don't think so.","my fuzzy hair, unless i'm in a short hair phase, in which case people generally don't notice me.  n.b. it's now shorter.","in the past few weeks i've been listening to: dysrhythmia, ravi shankar and zakir hussain, shift (they now have some new name, dunno what it is), mazzy star, hole, tlb jr, eno and cale, bryan ferry, meat beat manifesto...  previously previously indicated as: led zeppelin (big kick suddenly!), cowboy junkies, popol vuh, red house painters, aimee mann, orb, caroline lavelle, beth orton, peter gabriel, pink floyd, simon & garfunkel, brand new heavies...  previously indicated as: curve, grateful dead, feist, daniel lanois, throwing muses, the court and spark, mary margaret o'hara, jeff buckley, shellyan orphan, cocteau twins, good breakbeat, jethro tull, oranges band, ekova, halou, steely dan, sun kil moon, eno and byrne, emmylou harris, ali farka toure, the murmurs. gee, this list looks absurd.  i've been reading: george orwell's ""the road to wigan pier"", a whole bunch of octavia butler's work, books on physics instrumentation, books relating buddhism and western psychotherapy, william gibson, terry pratchett, erving goffman's books on social psych (frame analysis, for instance).  i recently watched secretary, be kind rewind, and no country for old men. i have watched other movies too.  my favorite boolean value is true.","comfy shoes. oh, only need two of those. lenses, i suppose: glasses or contacts. two of those, too.  lately i've been fascinated by the way humans really don't need anything, but we've created these toothbrush things, these eye correction things, etc...what if we didn't have them?  well, i'd squint a lot, i'd try to eat less refined sugar, and i'd still probably lose my teef. i think my feet would develop functional callouses and the need for shoes would diminish.",thinking about things.,out and about on random adventures until i am sleepy.,"despite my conservative appearance working in an office dealing with medical-legal issues, i am actually pagan, a ""burner"" (i've gone to burning man every year for the past seven years) and i am not ashamed to admit that i have a kinky side.","you'd like to point out that i've misspelled on myself, or if you think it'd be fun to have coffee."
single,f,straight,curvy,mostly anything,socially,graduated from college/university,asian,58.0,-1,artistic / musical / writer,2012-06-29-18-52,"daly city, california",doesn't have kids,has cats,other,gemini and it&rsquo;s fun to think about,no,"english (fluently), chinese (fluently)","*****please note that i am a moderator on okc so i visit both man and woman profiles as part of my duty, just because i visited your profile doesn't mean i am interested. if you think i should be interested in you then send me a note, otherwise how would i know!*****  i am not your typical asian female, neither in physical appearance (skinny) nor behavioral (submissive). i have been told that i am down to earth, dynamic, vital, smart and sexy! i enjoy wearing corset and love watching man in leather chaps.  i am looking for someone who is strong in both mental and physical level that i can connect with for a long term relationship. have a good sense of humor and be able to laugh with me. i can be silly at times and burst out laughing when it is inappropriate to do so.","currently working on myself, learning to set boundaries and limits. trying not to change men that are in my life and accept them for who they are.  i enjoy creative art projects. i like to use the human body as my canvas, my mediums are needles and ropes.  i work as a stylist but i don't cut hair! right now working on getting certify as a nutrition coach.","work with color and texture, create a beautiful and comfortable environment. pickling dilly beans and making homemade jams with seasonal fruits. just got a new oven so i have been baking again, made cookies and banana nut bread.","my smile and dimples on my face i hope.... but honestly depends on what i wear most people notice my cleavage that could be good or bad, may be they just didn't expect that from a short chinese woman. no and i didn't have to pay for them. i just want to get this question out of the way. lol!","i love sushi and motorcycle rides, so if you don't eat sushi or dislike motorcycle then i don't think we are a good match. i can eat pretty much anything that's not too spicy, ok may be no bittermelon or balut egg. had tried silk worm cocoon once and yes it tasted almost like soft cooked egg white. not everything unusual tastes like chicken meat.  lately i have been very adventurous in the kitchen. i have been learning to make my favorite chinese dumplings that my mom made for me when i was a child. i love beet greens because they taste so good, most people will just throw them away and keep the beets. i made sauteed beet greens in a balsamic vinegar reduction, to my surprise they actually tasted good but then i love balsamic vinegar. i just made my first turkey pot pie this week. i am not a gourmet cook at all but i do love to go to the farmer's market on saturday morning and see what's fresh there.  music of all kinds but no super hard rock, for the past few years i have been into middle eastern music especially belly dancing music. i love belly dancing, it is the best form of exercise for women.  i like to travel and have been to many parts of asian, europe just london, ireland, germany and amsterdam. would like to go to italy, france and spain. just spent two weeks in tokyo and kyoto, ate many many good sushi.  tv shows: dr. oz, burn notice, torchwood, restaurant impossible, top chef, etc. i like watching cooking shows.  compatibility in lifestyle is important and i am open to trying something new. i am a top-heavy switch.","sense of humor, affection, good communication, electronic gadgets (phone, computer, etc) my cats, good food and sushi! dancing..with the right person. i know this is more than six!","just finished taking a workshop on myers briggs and confirmed that i am entp. it was a 125 questions vs the okc 70 questions ""long personality test"". i hope i can put the information to good use. also still working on the book i am writing right now.",there is no typical friday! i maybe home alone or with friends.,i have a chinese cabbage patch doll that came with a passport and i used to ask the custom agent to stamp her passport as well when i travel. i did it just to see the reaction on their faces. priceless!,"if you are interested in meeting in person and are looking for more than just dating multiple people then drop me a line. also, if you understand what switch means and it has nothing to do with electricity. by the way i am not interested in casual encounter or email flirts."
single,m,straight,athletic,strictly other,socially,graduated from college/university,asian,68.0,-1,other,2012-05-17-15-31,"san lorenzo, california",,has cats,catholicism and laughing about it,aries and it&rsquo;s fun to think about,no,english,"life's a banquet, life's too short and making gradual but dramatic improvements in losing weight and striving to keep fit have definitely made life that much sweeter! as a strong believer in karma, i feel that spreading good cheer and making efforts (either sm or lg) to make the world a better place in a peaceful and loving way makes life so vibrant and exciting! ps: that white spot on my lower jaw is from some funky light reflection and is not a scar =)","for the past 5yrs, i've been living my dream of being one of those ""american picker"" types and i do the buy low/sell high on ebay thing. specialize mainly in collectibles, vintage items or whatever i feel i could make a could profit on that would be easy to ship. before then, i felt trapped in a 9-5 job with a grinding commute and choosing my current path has made me a much happier person!","getting back to the fitness thing, i play in a couple of casual slow pitch softball groups as outfielder and speedy contact/clutch hitter in the lineup. am currently taking a social/ballroom swingdance class to help keep in playing shape and to just have fun on the floor! occassionally go bowling and have a 160avg. also have a passion for classic 50s/60s vehicles with a strong historical knowledge of american cars from that era. figure i'm an adequate enough mechanic in keeping my old '65 ford ranchero running nicely as both a fun sports car and mini utility pickup truck.",. . . friendliness and ability to put one at ease . . . rather warped (sometimes clean) sense of humor ;-) . . . my lips and my smile,"as a bigtime steve mcqueen fan, a favorite book i just finished was ""mcqueens machines"" which featured all the vehicles he owned or ones featured in his movies. which leads to one of my favorite movies ""bullitt"" with that cool green mustang fastback and jacqueline bisset as his awesome gal pal. i'm also a huge beatles fan which started when my mom used to get lp vinyl mailed to her as a member of the ""columbia record house"" club. in the summer i plan on finally seeing for the first time my favorite beatles show love in vega$. tho i'm on a low carb diet type program, i do occasionally go italian or mexican when it comes to favorite dining. for snacking and munchies, i practically live on eating peanut butter like pudding, peanuts, almonds, cheese, cold cuts etc and downing them with lots of hot green tea and honey. great stuff because it satisfies hunger and helps keep the weight in check while keeping energy levels up!",. . . love . . . laughter . . . food . . . sunshine . . . respect . . . companionship,"kind of tough to answer. as a natural lefty, i do fit into the category as an intuitive/right brained thinker and definitely not the cold logical and highly structured type. a lot of times i think sexy romantic thoughts. other times it'd be how i could market ""freshly picked"" collectibles from an estate or swap meet to sell on ebay and get top $$$ for them. sometimes i ponder the question that if a tree fell in the woods with nary a live creature around, will it actually make a sound? or something totally random like suzanne somers driving that classic white '57 t-bird in american graffiti . . .","i typically moonlight at a restaurant on friday nights. but on those occassions where i want that night off, i do like going dancing in style. and with improvements from the social dance class, it's now becoming a lot more fun! walking is also a favorite activity, preferably on a street with a lot of used bookstores, off-the-wall shops, cafes etc. and afterwards, going to a movie to relax, reflect, unwind and enjoy!","as an ex near pack a day smoker, i finally kicked the habit 13yrs ago and never looked back.","you like exercise, fun in the outdoors and a passion for antiques/collectibles/off-the-wall items or bargain/treasure hunting. more importantly, you must also be kind, honest, trustworthy and emotionally articulate. a nice sense of humor and a ""joie de vivre"" approach towards life is a definite plus!"
single,m,straight,fit,mostly anything,socially,graduated from high school,indian,69.0,-1,education / academia,2012-06-18-06-41,"san francisco, california",doesn't want kids,likes dogs and dislikes cats,agnosticism but not too serious about it,capricorn,no,english,"i,m energetic, easy going,like fun and activities.",to enjoy what you doing..,"quite handy for living,good at sports. weekend trips ,get away..",strong big man,"60th,70th, all music is good,drama,comedy,documents.seafood.","forest, mounts, trips to nature,work,music ...",anything...,"to be with friends, get away activities",always ready to do things,"you are like to talk,go for coffee or drink,play tenis,or go for hike,to the beach,or anything what makes life fun."
single,m,straight,average,mostly anything,socially,graduated from college/university,hispanic / latin,73.0,30000,hospitality / travel,2012-04-25-08-44,"san francisco, california","has a kid, but doesn't want more",likes dogs and has cats,other and very serious about it,virgo but it doesn&rsquo;t matter,yes,"english (fluently), spanish (poorly)","i was born in denver. my parents divorced when i was two. my mom moved my younger brother and i to san francisco in 1968. shortly thereafter we moved to marin. we lived the hippie lifestyle and i loved it. we moved all over marin and santa rose until 1972 when we moved back to denver where we stayed. california was always in my heart and 1984 i moved out here alone to attend art school and have been here ever since. i tend bar for a living but i'm working at making a living with my art. i know that if i take that crucial step, without fear, i can get to where i want to be.","i work hard for someone else, i would rather earn my living through my art than just being an employee. i love my job and i love the people i work for but it's time to do things my way.","my art, tending bar, conceiving and building things, photography, video, screenwriting, riding motorcycles, cooking, playing pool and anything that strikes my interest.","my eyes, if you can get close enough. people say i look mean and intimidating which i don't see. i'm just a big teddy bear.","movies; pulp fiction, it's a mad, mad, mad, mad world. dr. strangelove. music; dr. dog, the black keys, tom waits. rosenberg trio, king city, radiohead, rodrigo y gabriela. food; all kinds of food as long as it's made with passion, that's usually a home cooked meal","food, water, the sun, my art, my friends and my motorcycle.",things i want to do next.,kicking back after work. friday is the hardest day of my week. i'm usually too exhausted to go out friday nights.,"i've never been a player, i still struggle with my shyness. i have always been a serial monogamist.",whatever your reason.
